idx	gene_id	task_id	system	subsystem	reactions
0	AOC1	116	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	13DAMPPOX|MAOX|MHISOR|PEAMNO|PTRCOX1|r0281|RE0689E
1	AOC1	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	13DAMPPOX|MAOX|MHISOR|PEAMNO|PTRCOX1|r0281|RE0689E
2	AOC2	116	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	13DAMPPOX|MAOX|MHISOR|PEAMNO|PTRCOX1
3	AOC2	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	13DAMPPOX|MAOX|MHISOR|PEAMNO|PTRCOX1
4	SDS	122	AMINO ACIDS METABOLISM	THREONINE METABOLISM	2AMACHYD|SERHL|THRD_L
5	OGDH	4	ENERGY METABOLISM	KREBS CYCLE	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
6	OGDH	30	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
7	OGDH	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
8	OGDH	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
9	OGDH	92	AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
10	OGDH	105	AMINO ACIDS METABOLISM	LYSINE METABOLISM	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
11	OGDH	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	2OXOADOXm|AKGDm|r0163|r0384|r0451|r0620
12	DLD	3	ENERGY METABOLISM	KREBS CYCLE	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
13	DLD	4	ENERGY METABOLISM	KREBS CYCLE	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
14	DLD	5	ENERGY METABOLISM	ATP GENERATION	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
15	DLD	30	CARBOHYDRATES METABOLISM	GLUCONEOGENESIS	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
16	DLD	52	CARBOHYDRATES METABOLISM	KETOGENESIS	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
17	DLD	53	CARBOHYDRATES METABOLISM	KETOGENESIS	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
18	DLD	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
19	DLD	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
20	DLD	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
21	DLD	92	AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
22	DLD	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
23	DLD	103	AMINO ACIDS METABOLISM	LEUCINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
24	DLD	104	AMINO ACIDS METABOLISM	LEUCINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
25	DLD	105	AMINO ACIDS METABOLISM	LYSINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
26	DLD	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
27	DLD	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
28	DLD	135	AMINO ACIDS METABOLISM	VALINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
29	DLD	136	AMINO ACIDS METABOLISM	VALINE METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
30	DLD	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
31	DLD	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
32	DLD	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
33	DLD	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	2OXOADOXm|AKGDm|GCC2am|GCC2bim|GCC2cm|GCCam|GCCbim|GCCcm|OIVD1m|OIVD2m|OIVD3m|PDHm|r0295|r1154
34	DLST	105	AMINO ACIDS METABOLISM	LYSINE METABOLISM	2OXOADOXm|AKGDm|r0556|r0557
35	HPD	134	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	34HPPOR
36	KDSR	149	LIPIDS METABOLISM	SPHINGOLIPID METABOLISM	3DSPHR
37	KDSR	150	LIPIDS METABOLISM	SPHINGOLIPID METABOLISM	3DSPHR
38	KDSR	172	LIPIDS METABOLISM	GANGLIOSIDE METABOLISM	3DSPHR
39	KDSR	173	LIPIDS METABOLISM	GANGLIOSIDE METABOLISM	3DSPHR
40	KDSR	174	LIPIDS METABOLISM	GLOBOSIDE METABOLISM	3DSPHR
41	HAAO	128	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	3HAO
42	AADAT	105	AMINO ACIDS METABOLISM	LYSINE METABOLISM	3HKYNAKGAT|AATAi|KYNAKGAT|r0450
43	DDC	99	AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	3HLYTCL|5HLTDL|HISDC|PHYCBOXL|TYRCBOX
44	DDC	116	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	3HLYTCL|5HLTDL|HISDC|PHYCBOXL|TYRCBOX
45	DDC	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	3HLYTCL|5HLTDL|HISDC|PHYCBOXL|TYRCBOX
46	DDC	129	AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	3HLYTCL|5HLTDL|HISDC|PHYCBOXL|TYRCBOX
47	DDC	132	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	3HLYTCL|5HLTDL|HISDC|PHYCBOXL|TYRCBOX
48	DDC	133	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	3HLYTCL|5HLTDL|HISDC|PHYCBOXL|TYRCBOX
49	GAD1	75	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	3SALACBOXL|ASP1DC|GLUDC|LCYSTCBOXL
50	GAD1	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	3SALACBOXL|ASP1DC|GLUDC|LCYSTCBOXL
51	GOT1	134	AMINO ACIDS METABOLISM	TYROSINE METABOLISM	3SALATAi|ASPTA|CYSTA|LCYSTAT|TYRTA
52	GOT2	178	VITAMIN & COFACTOR METABOLISM	UBIQUINONE 10 BIOSYNTHESIS	3SALATAim|ASPTAm|TYRTAm|HDCAFAPMtc|LGNCFATtc|OCDCAFAPMtc
53	MAOB	116	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	41R1H2MAE12BOOX|41R2A1H12BOOX|MACOXO|PEAMNO|TYROXDAc
54	MAOB	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	41R1H2MAE12BOOX|41R2A1H12BOOX|MACOXO|PEAMNO|TYROXDAc
55	MAOA	116	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	41R1H2MAE12BOOX|41R2A1H12BOOX|PEAMNO|TYROXDAc
56	MAOA	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	41R1H2MAE12BOOX|41R2A1H12BOOX|PEAMNO|TYROXDAc
57	ALDH3B2	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|ALDD2y|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547|r0752|r0753|r0754|r0755|r0756|r0757
58	ALDH3B2	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|ALDD2y|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547|r0752|r0753|r0754|r0755|r0756|r0757
59	ALDH3A1	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|ALDD2y|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547|RE3012R|RE3346C
60	ALDH3A1	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|ALDD2y|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547|RE3012R|RE3346C
61	ALDH3B1	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|ALDD2y|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547
62	ALDH3B1	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|ALDD2y|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547
63	ALDH1A3	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547
64	ALDH1A3	117	AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	4HOXPACDOX_NADP_|ALDD2x|GCALDD|LCADi|LCADi_D|MACOXO|r0545|r0547
65	MAN2B1	185	GLYCAN METABOLISM	N-GLYCAN METABOLISM	A_MANASEly
66	MAN2B1	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	A_MANASEly
67	A4GALT	174	LIPIDS METABOLISM	GLOBOSIDE METABOLISM	A4GALTg
68	ABAT	78	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	ABTArm|APAT2rm|r0483
69	ABAT	80	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	ABTArm|APAT2rm|r0483
70	ABAT	89	AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	ABTArm|APAT2rm|r0483
71	ALDH9A1	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	ABUTD|ALDD2x|ALDD2y|BAMPPALDOX|GCALDD|LCADi|LCADi_D|TMABADH|r0392|r0393|r0464|r0549|r0642|r0643|r0688|r0758|RE3346C
72	ACAT1	52	CARBOHYDRATES METABOLISM	KETOGENESIS	ACACT10m|ACACT1rm
73	ACAT1	53	CARBOHYDRATES METABOLISM	KETOGENESIS	ACACT10m|ACACT1rm
74	ACAT1	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	ACACT10m|ACACT1rm
75	ACAT1	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ACACT10m|ACACT1rm
76	ACAT1	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ACACT10m|ACACT1rm
77	ACAA2	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	ACACT10m|r0287|r0634|r0639|r0653|r0724|r0732|r1481|RE1531M|RE1532M|RE1533M|RE1534M|RE3006M|FAOXC101C8m|FAOXC102C81m|FAOXC121C101m|FAOXC122C101m|FAOXC123C102m|FAOXC61C4m|FAOXC81C61m|FAOXTC122TC101m
78	HADHB	52	CARBOHYDRATES METABOLISM	KETOGENESIS	ACACT10m|ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0639|r0653|r0660|r0718|r0722|r0724|r0726|r0730|r0732|r0733|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC143C123m|FAOXC161C141m|FAOXC162C142m|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC181C161m|FAOXC182C162m|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
79	HADHB	53	CARBOHYDRATES METABOLISM	KETOGENESIS	ACACT10m|ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0639|r0653|r0660|r0718|r0722|r0724|r0726|r0730|r0732|r0733|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC143C123m|FAOXC161C141m|FAOXC162C142m|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC181C161m|FAOXC182C162m|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
80	HADHB	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	ACACT10m|ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0639|r0653|r0660|r0718|r0722|r0724|r0726|r0730|r0732|r0733|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC143C123m|FAOXC161C141m|FAOXC162C142m|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC181C161m|FAOXC182C162m|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
81	HADHB	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ACACT10m|ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0639|r0653|r0660|r0718|r0722|r0724|r0726|r0730|r0732|r0733|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC143C123m|FAOXC161C141m|FAOXC162C142m|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC181C161m|FAOXC182C162m|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
82	HADHB	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ACACT10m|ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0639|r0653|r0660|r0718|r0722|r0724|r0726|r0730|r0732|r0733|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC143C123m|FAOXC161C141m|FAOXC162C142m|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC181C161m|FAOXC182C162m|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
